,Suburb,Number of Rooms,Distance,Number of Bedroom,Bathroom,YearBuilt,"Price in $1,000,000",Population,Education Score,State,State Rank
2902,Port Melbourne,3,3.8,3.0,2.0,2012.0,0.95,17633,1138,VIC,2756
2903,Port Melbourne,3,3.8,3.0,1.0,1990.0,1.35,17633,1138,VIC,2756
2904,Port Melbourne,2,3.8,2.0,1.0,2000.0,0.735,17633,1138,VIC,2756
2905,Port Melbourne,1,3.8,1.0,1.0,2000.0,0.4,17633,1138,VIC,2756
2906,Port Melbourne,2,3.8,2.0,1.0,1997.0,0.9,17633,1138,VIC,2756
2907,Port Melbourne,3,3.8,3.0,1.0,1890.0,1.38,17633,1138,VIC,2756
2908,Port Melbourne,3,3.8,3.0,1.0,1910.0,1.08,17633,1138,VIC,2756
2909,Prahran,1,4.5,1.0,1.0,1960.0,0.342,12203,1159,VIC,2798
2910,Prahran,2,4.5,2.0,1.0,2000.0,0.95,12203,1159,VIC,2798
2911,Prahran,2,4.5,2.0,1.0,1930.0,0.781,12203,1159,VIC,2798
2912,Prahran,1,4.5,1.0,1.0,2012.0,0.5498,12203,1159,VIC,2798
2913,Prahran,1,4.5,1.0,1.0,1888.0,0.492,12203,1159,VIC,2798
2914,Prahran,1,4.5,1.0,1.0,1945.0,0.5005,12203,1159,VIC,2798
2915,Prahran,3,4.5,3.0,2.0,1920.0,1.4,12203,1159,VIC,2798
2916,Prahran,3,4.5,2.0,2.0,1996.0,0.685,12203,1159,VIC,2798
2917,Prahran,3,4.5,2.0,1.0,1900.0,0.71,12203,1159,VIC,2798
2918,Prahran,1,4.5,1.0,1.0,1970.0,0.33,12203,1159,VIC,2798
2919,Prahran,3,4.5,3.0,1.0,1900.0,1.43,12203,1159,VIC,2798
2920,Prahran,3,4.5,2.0,2.0,2000.0,1.245,12203,1159,VIC,2798
2921,Prahran,2,4.5,2.0,1.0,1900.0,1.1825,12203,1159,VIC,2798
2922,Prahran,2,4.5,2.0,1.0,1900.0,1.303,12203,1159,VIC,2798
2923,Prahran,2,4.5,2.0,1.0,1910.0,1.21,12203,1159,VIC,2798
2924,Prahran,1,4.5,2.0,1.0,1970.0,0.4825,12203,1159,VIC,2798
2925,Prahran,2,4.5,2.0,1.0,1960.0,0.585,12203,1159,VIC,2798
2926,Prahran,2,4.5,2.0,1.0,2005.0,1.106,12203,1159,VIC,2798
2927,Prahran,2,4.5,2.0,1.0,1930.0,1.59,12203,1159,VIC,2798
2928,Prahran,2,4.5,2.0,1.0,2005.0,0.59,12203,1159,VIC,2798
2929,Prahran,2,4.5,2.0,1.0,1900.0,1.055,12203,1159,VIC,2798
2930,Prahran,2,4.5,2.0,1.0,1888.0,0.7,12203,1159,VIC,2798
2931,Prahran,3,4.5,2.0,1.0,2001.0,1.1,12203,1159,VIC,2798
2932,Prahran,2,4.5,2.0,1.0,1888.0,0.53,12203,1159,VIC,2798
2933,Prahran,2,4.5,2.0,1.0,1930.0,1.5,12203,1159,VIC,2798
2934,Prahran,2,4.5,2.0,2.0,1850.0,0.841,12203,1159,VIC,2798
2935,Prahran,2,4.5,2.0,1.0,2004.0,0.57,12203,1159,VIC,2798
2936,Prahran,2,4.5,2.0,1.0,1970.0,0.48,12203,1159,VIC,2798
2937,Prahran,2,4.5,2.0,1.0,2000.0,0.56,12203,1159,VIC,2798
2938,Prahran,2,4.5,2.0,1.0,1880.0,0.815,12203,1159,VIC,2798
2939,Prahran,2,4.5,2.0,1.0,1890.0,0.765,12203,1159,VIC,2798
2940,Prahran,2,4.5,2.0,1.0,1930.0,0.91,12203,1159,VIC,2798
2941,Prahran,3,4.5,3.0,2.0,1995.0,1.45,12203,1159,VIC,2798
2942,Prahran,2,4.5,2.0,2.0,1945.0,1.54,12203,1159,VIC,2798
2943,Prahran,3,4.5,3.0,2.0,1890.0,1.811,12203,1159,VIC,2798
2944,Prahran,2,4.5,2.0,1.0,1900.0,1.18,12203,1159,VIC,2798
2945,Prahran,2,4.5,2.0,1.0,1999.0,0.51,12203,1159,VIC,2798
2946,Prahran,3,4.5,3.0,2.0,1999.0,1.72,12203,1159,VIC,2798
2947,Prahran,3,4.5,3.0,2.0,1995.0,1.05,12203,1159,VIC,2798
2948,Prahran,2,4.5,2.0,1.0,1915.0,1.582,12203,1159,VIC,2798
2949,Prahran,2,4.5,2.0,2.0,1995.0,0.681,12203,1159,VIC,2798
2950,Prahran,4,4.5,4.0,1.0,1920.0,1.82,12203,1159,VIC,2798
2951,Prahran,2,4.5,2.0,1.0,1900.0,1.305,12203,1159,VIC,2798
2952,Prahran,3,4.5,3.0,1.0,1910.0,1.255,12203,1159,VIC,2798
2953,Prahran,3,4.5,2.0,2.0,1890.0,2.18,12203,1159,VIC,2798
2954,Prahran,3,4.5,3.0,2.0,1900.0,1.72,12203,1159,VIC,2798
2955,Prahran,3,4.5,3.0,2.0,1900.0,1.22,12203,1159,VIC,2798
2956,Prahran,3,4.5,3.0,2.0,1900.0,1.612,12203,1159,VIC,2798
2957,Preston,3,8.8,3.0,1.0,1980.0,1.25,33790,1075,VIC,2487
2958,Preston,4,8.8,4.0,2.0,1920.0,0.93,33790,1075,VIC,2487
2959,Preston,4,8.8,4.0,2.0,1940.0,0.9,33790,1075,VIC,2487
2960,Preston,3,8.8,3.0,1.0,1950.0,0.751,33790,1075,VIC,2487
2961,Preston,2,8.8,2.0,1.0,2009.0,0.715,33790,1075,VIC,2487
2962,Preston,2,8.8,2.0,1.0,1950.0,0.837,33790,1075,VIC,2487
2963,Preston,3,8.8,3.0,1.0,1918.0,0.95,33790,1075,VIC,2487
2964,Preston,3,8.8,3.0,1.0,1990.0,0.496,33790,1075,VIC,2487
2965,Preston,2,8.8,2.0,1.0,1940.0,0.85,33790,1075,VIC,2487
2966,Preston,2,8.8,2.0,1.0,2005.0,0.54,33790,1075,VIC,2487
2967,Preston,3,8.8,3.0,1.0,1910.0,1.15,33790,1075,VIC,2487
2968,Preston,3,8.8,3.0,1.0,1950.0,0.615,33790,1075,VIC,2487
2969,Preston,3,8.8,3.0,1.0,1950.0,0.735,33790,1075,VIC,2487
2970,Preston,4,8.8,4.0,2.0,1950.0,0.81,33790,1075,VIC,2487
2971,Preston,2,8.8,2.0,1.0,2005.0,0.6,33790,1075,VIC,2487
2972,Preston,3,8.8,3.0,1.0,1950.0,0.925,33790,1075,VIC,2487
2973,Preston,1,8.8,1.0,1.0,1955.0,0.305,33790,1075,VIC,2487
2974,Preston,2,8.8,2.0,1.0,1975.0,0.656,33790,1075,VIC,2487
2975,Preston,3,8.8,3.0,1.0,1890.0,1.65,33790,1075,VIC,2487
2976,Preston,3,8.8,3.0,2.0,1920.0,0.99,33790,1075,VIC,2487
2977,Preston,3,8.8,3.0,1.0,1950.0,0.6,33790,1075,VIC,2487
2978,Preston,2,8.8,2.0,1.0,1955.0,0.722,33790,1075,VIC,2487
2979,Preston,4,8.8,4.0,3.0,1950.0,1.26,33790,1075,VIC,2487
2980,Preston,2,8.8,2.0,1.0,1965.0,0.485,33790,1075,VIC,2487
2981,Preston,3,8.8,3.0,1.0,1960.0,0.69,33790,1075,VIC,2487
2982,Preston,2,8.8,2.0,1.0,1910.0,1.065,33790,1075,VIC,2487
2983,Preston,3,8.8,3.0,1.0,1965.0,1.2,33790,1075,VIC,2487
2984,Preston,3,8.8,3.0,2.0,2005.0,0.798,33790,1075,VIC,2487
2985,Preston,2,8.8,2.0,1.0,1970.0,0.53,33790,1075,VIC,2487
2986,Preston,3,8.8,3.0,1.0,1965.0,0.9,33790,1075,VIC,2487
2987,Preston,2,8.8,2.0,1.0,1910.0,0.7,33790,1075,VIC,2487
2988,Preston,2,8.8,2.0,2.0,1935.0,0.92,33790,1075,VIC,2487
2989,Preston,1,8.8,1.0,1.0,1930.0,0.83,33790,1075,VIC,2487
2990,Preston,3,8.8,3.0,2.0,1930.0,0.98,33790,1075,VIC,2487
2991,Preston,2,8.8,2.0,1.0,1950.0,0.886,33790,1075,VIC,2487
2992,Preston,3,8.8,3.0,1.0,1925.0,1.08,33790,1075,VIC,2487
2993,Preston,4,8.8,4.0,2.0,1925.0,1.4,33790,1075,VIC,2487
2994,Preston,2,8.8,2.0,1.0,2013.0,0.66,33790,1075,VIC,2487
2995,Preston,2,8.8,2.0,1.0,1980.0,0.436,33790,1075,VIC,2487
2996,Preston,2,8.8,2.0,1.0,1950.0,0.876,33790,1075,VIC,2487
2997,Preston,2,8.8,2.0,2.0,1950.0,0.91,33790,1075,VIC,2487
2998,Preston,2,8.8,2.0,1.0,1950.0,0.565,33790,1075,VIC,2487
2999,Preston,3,8.8,3.0,2.0,2005.0,0.714,33790,1075,VIC,2487
3000,Preston,2,8.8,2.0,2.0,2013.0,0.77,33790,1075,VIC,2487
3001,Preston,3,8.8,2.0,1.0,1930.0,0.81,33790,1075,VIC,2487
3002,Preston,3,8.8,3.0,2.0,1940.0,1.127,33790,1075,VIC,2487
3003,Preston,4,8.8,4.0,3.0,1941.0,1.315,33790,1075,VIC,2487
3004,Preston,2,8.8,2.0,1.0,1950.0,0.78,33790,1075,VIC,2487
3005,Preston,2,8.8,2.0,1.0,1940.0,0.986,33790,1075,VIC,2487
3006,Preston,4,8.8,9.0,8.0,1928.0,0.76,33790,1075,VIC,2487
3007,Preston,3,8.8,3.0,1.0,1950.0,1.123,33790,1075,VIC,2487
3008,Preston,1,8.8,1.0,1.0,2005.0,0.3,33790,1075,VIC,2487
3009,Preston,2,8.8,2.0,1.0,1950.0,0.89,33790,1075,VIC,2487
3010,Preston,3,8.8,3.0,2.0,1948.0,1.05,33790,1075,VIC,2487
3011,Preston,2,8.8,2.0,2.0,2010.0,0.425,33790,1075,VIC,2487
3012,Preston,2,8.8,2.0,1.0,2005.0,0.515,33790,1075,VIC,2487
3013,Preston,3,8.8,3.0,1.0,1940.0,1.04,33790,1075,VIC,2487
3014,Preston,2,8.8,2.0,1.0,2012.0,0.52,33790,1075,VIC,2487
3015,Preston,3,8.8,3.0,1.0,1950.0,0.89,33790,1075,VIC,2487
3016,Preston,2,8.8,2.0,1.0,1925.0,0.79,33790,1075,VIC,2487
3017,Preston,2,8.8,2.0,2.0,1925.0,0.86,33790,1075,VIC,2487
3018,Preston,2,8.8,2.0,1.0,1940.0,0.63,33790,1075,VIC,2487
3019,Preston,4,8.8,4.0,1.0,1940.0,0.875,33790,1075,VIC,2487
3020,Preston,3,8.8,3.0,1.0,1920.0,0.923,33790,1075,VIC,2487
3021,Preston,4,8.8,3.0,1.0,1920.0,0.92,33790,1075,VIC,2487
3022,Preston,4,8.8,4.0,2.0,1950.0,0.871,33790,1075,VIC,2487
3023,Preston,4,8.8,4.0,2.0,2005.0,0.95,33790,1075,VIC,2487
3024,Preston,4,8.8,4.0,1.0,1890.0,0.87,33790,1075,VIC,2487
3025,Preston,3,8.8,2.0,1.0,1960.0,1.186,33790,1075,VIC,2487
3026,Preston,3,8.8,3.0,1.0,1950.0,0.9,33790,1075,VIC,2487
3027,Preston,3,8.8,3.0,1.0,1910.0,0.8,33790,1075,VIC,2487
3028,Preston,2,8.8,2.0,1.0,1970.0,0.61,33790,1075,VIC,2487
3029,Preston,3,8.8,3.0,2.0,1920.0,1.1625,33790,1075,VIC,2487
3030,Preston,4,8.8,3.0,1.0,1970.0,1.1425,33790,1075,VIC,2487
3031,Preston,3,8.8,3.0,1.0,1950.0,0.93,33790,1075,VIC,2487
3032,Preston,3,8.8,3.0,2.0,1950.0,0.875,33790,1075,VIC,2487
3033,Preston,4,8.8,4.0,1.0,1950.0,0.84,33790,1075,VIC,2487
3034,Preston,3,8.8,3.0,3.0,2005.0,0.75,33790,1075,VIC,2487
3035,Preston,4,8.8,3.0,2.0,1950.0,0.75,33790,1075,VIC,2487
3036,Reservoir,3,11.2,3.0,1.0,1990.0,0.475,51096,1015,VIC,1674
3037,Reservoir,2,11.2,2.0,1.0,2012.0,0.415,51096,1015,VIC,1674
3038,Reservoir,3,11.2,3.0,1.0,1950.0,0.731,51096,1015,VIC,1674
3039,Reservoir,2,11.2,2.0,1.0,2012.0,0.352,51096,1015,VIC,1674
3040,Reservoir,3,11.2,3.0,1.0,1950.0,0.723,51096,1015,VIC,1674
3041,Reservoir,2,11.2,2.0,1.0,1970.0,0.336,51096,1015,VIC,1674
3042,Reservoir,3,11.2,3.0,1.0,1955.0,0.685,51096,1015,VIC,1674
3043,Reservoir,3,11.2,3.0,2.0,2006.0,0.62,51096,1015,VIC,1674
3044,Reservoir,3,11.2,3.0,2.0,1950.0,1.025,51096,1015,VIC,1674
3045,Reservoir,2,11.2,2.0,1.0,2014.0,0.49,51096,1015,VIC,1674
3046,Reservoir,3,11.2,3.0,1.0,1930.0,0.805,51096,1015,VIC,1674
3047,Reservoir,3,11.2,3.0,1.0,2002.0,0.645,51096,1015,VIC,1674
3048,Reservoir,3,11.2,3.0,2.0,1930.0,1.005,51096,1015,VIC,1674
3049,Reservoir,2,11.2,2.0,1.0,2014.0,0.535,51096,1015,VIC,1674
3050,Reservoir,3,11.2,3.0,1.0,1975.0,0.8,51096,1015,VIC,1674
3051,Reservoir,3,11.2,3.0,1.0,1965.0,0.51,51096,1015,VIC,1674
3052,Reservoir,3,11.2,3.0,2.0,1950.0,0.651,51096,1015,VIC,1674
3053,Reservoir,2,11.2,2.0,1.0,1960.0,0.365,51096,1015,VIC,1674
3054,Reservoir,2,11.2,2.0,1.0,2009.0,0.405,51096,1015,VIC,1674
3055,Reservoir,3,11.2,3.0,2.0,2011.0,0.6205,51096,1015,VIC,1674
3056,Reservoir,1,11.2,1.0,1.0,2000.0,0.26,51096,1015,VIC,1674
3057,Reservoir,3,11.2,3.0,2.0,2003.0,0.625,51096,1015,VIC,1674
3058,Reservoir,2,11.2,2.0,1.0,1980.0,0.4275,51096,1015,VIC,1674
3059,Reservoir,4,11.2,4.0,2.0,2006.0,0.851,51096,1015,VIC,1674
3060,Reservoir,3,11.2,3.0,2.0,1950.0,0.998,51096,1015,VIC,1674
3061,Reservoir,4,11.2,4.0,2.0,1935.0,1.03,51096,1015,VIC,1674
3062,Reservoir,2,11.2,2.0,1.0,2004.0,0.41,51096,1015,VIC,1674
3063,Reservoir,4,11.2,4.0,1.0,1920.0,1.015,51096,1015,VIC,1674
3064,Reservoir,3,11.2,3.0,3.0,1960.0,0.915,51096,1015,VIC,1674
3065,Reservoir,2,11.2,2.0,1.0,1990.0,0.38,51096,1015,VIC,1674
3066,Reservoir,3,11.2,3.0,1.0,1950.0,0.8,51096,1015,VIC,1674
3067,Reservoir,2,11.2,2.0,1.0,1980.0,0.38,51096,1015,VIC,1674
3068,Reservoir,3,11.2,3.0,2.0,2008.0,0.53,51096,1015,VIC,1674
3069,Reservoir,3,11.2,3.0,1.0,2016.0,0.592,51096,1015,VIC,1674
3070,Reservoir,2,11.2,2.0,1.0,1980.0,0.44,51096,1015,VIC,1674
3071,Reservoir,3,11.2,3.0,1.0,1960.0,0.65,51096,1015,VIC,1674
3072,Reservoir,2,11.2,2.0,1.0,2000.0,0.416,51096,1015,VIC,1674
3073,Reservoir,3,11.2,3.0,1.0,1970.0,0.301,51096,1015,VIC,1674
3074,Reservoir,3,11.2,2.0,1.0,1950.0,0.865,51096,1015,VIC,1674
3075,Reservoir,2,11.2,2.0,1.0,2011.0,0.436,51096,1015,VIC,1674
3076,Reservoir,4,11.2,4.0,1.0,1965.0,0.65,51096,1015,VIC,1674
3077,Reservoir,3,11.2,3.0,1.0,1950.0,0.65,51096,1015,VIC,1674
3078,Reservoir,2,11.2,2.0,1.0,1965.0,0.401,51096,1015,VIC,1674
3079,Reservoir,2,11.2,2.0,1.0,1970.0,0.491,51096,1015,VIC,1674
3080,Reservoir,3,11.2,3.0,1.0,1960.0,0.81,51096,1015,VIC,1674
3081,Reservoir,2,11.2,2.0,1.0,1980.0,0.52,51096,1015,VIC,1674
3082,Reservoir,2,11.2,2.0,1.0,1970.0,0.555,51096,1015,VIC,1674
3083,Reservoir,2,11.2,2.0,1.0,2016.0,0.35,51096,1015,VIC,1674
3084,Reservoir,3,11.2,3.0,2.0,2003.0,0.54,51096,1015,VIC,1674
3085,Reservoir,3,11.2,3.0,2.0,2009.0,0.678,51096,1015,VIC,1674
3086,Reservoir,3,11.2,3.0,1.0,1950.0,0.812,51096,1015,VIC,1674
3087,Reservoir,3,11.2,3.0,1.0,1970.0,0.682,51096,1015,VIC,1674
3088,Reservoir,2,11.2,2.0,1.0,2010.0,0.38,51096,1015,VIC,1674
3089,Reservoir,1,11.2,1.0,1.0,2009.0,0.35,51096,1015,VIC,1674
3090,Reservoir,4,11.2,4.0,2.0,1965.0,0.75,51096,1015,VIC,1674
3091,Reservoir,2,11.2,2.0,1.0,2013.0,0.495,51096,1015,VIC,1674
3092,Reservoir,2,11.2,2.0,1.0,1940.0,0.644,51096,1015,VIC,1674
3093,Reservoir,3,11.2,3.0,1.0,1960.0,0.5,51096,1015,VIC,1674
3094,Reservoir,2,11.2,2.0,1.0,1970.0,0.35,51096,1015,VIC,1674
3095,Reservoir,2,11.2,2.0,1.0,2012.0,0.335,51096,1015,VIC,1674
3096,Reservoir,2,11.2,2.0,1.0,2011.0,0.38,51096,1015,VIC,1674
3097,Reservoir,3,11.2,3.0,1.0,1960.0,0.546,51096,1015,VIC,1674
3098,Reservoir,3,11.2,3.0,1.0,1970.0,0.4,51096,1015,VIC,1674
3099,Reservoir,3,11.2,1.0,1.0,1928.0,0.83,51096,1015,VIC,1674
3100,Reservoir,2,11.2,2.0,1.0,2010.0,0.36,51096,1015,VIC,1674
3101,Reservoir,3,11.2,3.0,1.0,1960.0,0.41,51096,1015,VIC,1674
3102,Reservoir,2,11.2,2.0,1.0,1970.0,0.836,51096,1015,VIC,1674
3103,Reservoir,2,11.2,2.0,1.0,1980.0,0.44,51096,1015,VIC,1674
3104,Reservoir,2,11.2,2.0,1.0,1970.0,0.376,51096,1015,VIC,1674
3105,Reservoir,2,11.2,2.0,1.0,1960.0,0.323,51096,1015,VIC,1674
3106,Reservoir,3,11.2,3.0,1.0,1965.0,0.68,51096,1015,VIC,1674
3107,Reservoir,2,11.2,2.0,1.0,2007.0,0.53,51096,1015,VIC,1674
3108,Reservoir,4,11.2,4.0,3.0,2013.0,0.786,51096,1015,VIC,1674
3109,Reservoir,2,11.2,2.0,1.0,1980.0,0.39,51096,1015,VIC,1674
3110,Reservoir,3,11.2,3.0,1.0,1960.0,0.65,51096,1015,VIC,1674
3111,Reservoir,3,11.2,3.0,2.0,1955.0,0.8,51096,1015,VIC,1674
3112,Reservoir,2,11.2,2.0,1.0,1970.0,0.33,51096,1015,VIC,1674
3113,Reservoir,3,11.2,3.0,1.0,1960.0,0.539,51096,1015,VIC,1674
3114,Reservoir,3,11.2,3.0,1.0,1960.0,0.6225,51096,1015,VIC,1674
3115,Reservoir,4,11.2,3.0,2.0,2017.0,0.7675,51096,1015,VIC,1674
3116,Reservoir,3,11.2,3.0,1.0,1920.0,0.78,51096,1015,VIC,1674
3117,Reservoir,3,11.2,3.0,2.0,1965.0,0.668,51096,1015,VIC,1674
3118,Reservoir,3,11.2,3.0,1.0,1970.0,0.47,51096,1015,VIC,1674
3119,Reservoir,3,11.2,3.0,2.0,1970.0,0.655,51096,1015,VIC,1674
3120,Reservoir,2,11.2,2.0,1.0,1980.0,0.44,51096,1015,VIC,1674
3121,Reservoir,3,11.2,3.0,2.0,1960.0,0.703,51096,1015,VIC,1674
3122,Reservoir,2,11.2,2.0,1.0,1980.0,0.424,51096,1015,VIC,1674
3123,Reservoir,3,11.2,3.0,1.0,1985.0,0.613,51096,1015,VIC,1674
3124,Reservoir,3,11.2,3.0,1.0,1970.0,0.475,51096,1015,VIC,1674
3125,Reservoir,3,11.2,3.0,2.0,1920.0,0.95,51096,1015,VIC,1674
3126,Reservoir,2,11.2,2.0,1.0,1970.0,0.352,51096,1015,VIC,1674
3127,Reservoir,4,11.2,4.0,1.0,1970.0,0.73,51096,1015,VIC,1674
3128,Reservoir,3,11.2,3.0,1.0,1960.0,0.905,51096,1015,VIC,1674
3129,Reservoir,2,11.2,2.0,2.0,2010.0,0.48,51096,1015,VIC,1674
3130,Reservoir,3,11.2,3.0,1.0,1950.0,0.767,51096,1015,VIC,1674
3131,Reservoir,3,11.2,3.0,1.0,2002.0,0.45,51096,1015,VIC,1674
3132,Reservoir,3,11.2,3.0,2.0,1950.0,0.9215,51096,1015,VIC,1674
3133,Reservoir,2,11.2,3.0,1.0,2013.0,0.49,51096,1015,VIC,1674
3134,Reservoir,3,11.2,3.0,1.0,1940.0,0.787,51096,1015,VIC,1674
3135,Reservoir,2,11.2,2.0,1.0,2014.0,0.3,51096,1015,VIC,1674
3136,Reservoir,2,11.2,2.0,1.0,2012.0,0.335,51096,1015,VIC,1674
3137,Reservoir,3,11.2,3.0,1.0,2010.0,0.475,51096,1015,VIC,1674
3138,Reservoir,2,11.2,2.0,1.0,2007.0,0.44,51096,1015,VIC,1674
3139,Reservoir,3,11.2,3.0,1.0,1930.0,0.8515,51096,1015,VIC,1674
3140,Reservoir,2,11.2,3.0,1.0,2014.0,0.525,51096,1015,VIC,1674
3141,Reservoir,3,11.2,3.0,1.0,1950.0,0.7,51096,1015,VIC,1674
3142,Reservoir,4,11.2,3.0,1.0,1965.0,0.801,51096,1015,VIC,1674
3143,Reservoir,1,11.2,2.0,1.0,1970.0,0.216,51096,1015,VIC,1674
3144,Reservoir,1,11.2,1.0,1.0,1970.0,0.22,51096,1015,VIC,1674
3145,Reservoir,2,11.2,2.0,1.0,1975.0,0.34,51096,1015,VIC,1674
3146,Reservoir,2,11.2,2.0,1.0,1960.0,0.50025,51096,1015,VIC,1674
3147,Reservoir,1,11.2,1.0,1.0,2014.0,0.395,51096,1015,VIC,1674
3148,Reservoir,2,11.2,2.0,1.0,1950.0,0.79,51096,1015,VIC,1674
3149,Reservoir,3,11.2,3.0,1.0,1965.0,0.601,51096,1015,VIC,1674
3150,Reservoir,2,11.2,2.0,1.0,1970.0,0.3,51096,1015,VIC,1674
3151,Reservoir,2,11.2,2.0,1.0,2003.0,0.42,51096,1015,VIC,1674
3152,Reservoir,4,11.2,4.0,2.0,1985.0,0.885,51096,1015,VIC,1674
3153,Reservoir,2,11.2,2.0,1.0,1970.0,0.24,51096,1015,VIC,1674
3154,Reservoir,3,11.2,3.0,1.0,1965.0,0.815,51096,1015,VIC,1674
3155,Reservoir,3,11.2,3.0,2.0,1940.0,0.8825,51096,1015,VIC,1674
3156,Reservoir,3,11.2,3.0,1.0,1950.0,0.793,51096,1015,VIC,1674
3157,Reservoir,3,11.2,3.0,2.0,2006.0,0.55,51096,1015,VIC,1674
3158,Reservoir,2,11.2,2.0,1.0,2012.0,0.433,51096,1015,VIC,1674
3159,Reservoir,2,11.2,2.0,1.0,1960.0,0.68,51096,1015,VIC,1674
3160,Reservoir,3,11.2,3.0,1.0,1940.0,0.751,51096,1015,VIC,1674
3161,Reservoir,3,11.2,3.0,1.0,1960.0,0.851,51096,1015,VIC,1674
3162,Reservoir,3,11.2,3.0,1.0,1935.0,1.025,51096,1015,VIC,1674
3163,Reservoir,3,11.2,3.0,1.0,1970.0,0.784,51096,1015,VIC,1674
3164,Reservoir,4,11.2,4.0,1.0,1940.0,1.186,51096,1015,VIC,1674
3165,Reservoir,2,11.2,2.0,1.0,1965.0,0.405,51096,1015,VIC,1674
3166,Reservoir,2,11.2,2.0,1.0,1975.0,0.431,51096,1015,VIC,1674
3167,Reservoir,4,11.2,4.0,2.0,1950.0,0.885,51096,1015,VIC,1674
3168,Reservoir,3,11.2,3.0,1.0,1975.0,0.7185,51096,1015,VIC,1674
3169,Reservoir,5,11.2,3.0,2.0,1990.0,0.7625,51096,1015,VIC,1674
3170,Reservoir,2,11.2,3.0,1.0,1970.0,0.61,51096,1015,VIC,1674
3171,Reservoir,4,11.2,4.0,1.0,1960.0,0.68,51096,1015,VIC,1674
3172,Reservoir,3,11.2,3.0,1.0,1930.0,0.705,51096,1015,VIC,1674
3173,Reservoir,2,11.2,2.0,1.0,2012.0,0.39,51096,1015,VIC,1674
3174,Richmond,2,2.6,2.0,1.0,1950.0,0.937,28587,1139,VIC,2760
3175,Richmond,3,2.6,2.0,1.0,1900.0,1.26,28587,1139,VIC,2760
3176,Richmond,2,2.6,2.0,1.0,1997.0,0.79525,28587,1139,VIC,2760
3177,Richmond,2,2.6,2.0,1.0,2001.0,0.582,28587,1139,VIC,2760
3178,Richmond,1,2.6,1.0,1.0,1950.0,0.37,28587,1139,VIC,2760
3179,Richmond,2,2.6,2.0,1.0,1998.0,0.935,28587,1139,VIC,2760
3180,Richmond,1,2.6,1.0,1.0,2013.0,0.4375,28587,1139,VIC,2760
3181,Richmond,1,2.6,1.0,1.0,2012.0,0.421,28587,1139,VIC,2760
3182,Richmond,2,2.6,2.0,1.0,1970.0,0.479,28587,1139,VIC,2760
3183,Richmond,2,2.6,2.0,1.0,1970.0,0.479,28587,1139,VIC,2760
3184,Richmond,2,2.6,2.0,1.0,2005.0,0.655,28587,1139,VIC,2760
3185,Richmond,2,2.6,2.0,1.0,2013.0,0.561,28587,1139,VIC,2760
3186,Richmond,2,2.6,2.0,2.0,2003.0,0.635,28587,1139,VIC,2760
3187,Richmond,3,2.6,3.0,1.0,1900.0,1.01,28587,1139,VIC,2760
3188,Richmond,2,2.6,2.0,1.0,1900.0,1.025,28587,1139,VIC,2760
3189,Richmond,2,2.6,2.0,1.0,2000.0,0.55,28587,1139,VIC,2760
3190,Richmond,4,2.6,4.0,2.0,2007.0,1.375,28587,1139,VIC,2760
3191,Richmond,2,2.6,2.0,2.0,1920.0,1.506,28587,1139,VIC,2760
3192,Richmond,3,2.6,3.0,1.0,1940.0,1.35,28587,1139,VIC,2760
3193,Richmond,1,2.6,1.0,1.0,2005.0,0.405,28587,1139,VIC,2760
3194,Richmond,1,2.6,1.0,1.0,2012.0,0.327,28587,1139,VIC,2760
3195,Richmond,3,2.6,3.0,1.0,1900.0,1.474,28587,1139,VIC,2760
3196,Richmond,3,2.6,3.0,1.0,1900.0,1.555,28587,1139,VIC,2760
3197,Richmond,1,2.6,1.0,1.0,2013.0,0.5,28587,1139,VIC,2760
3198,Richmond,1,2.6,1.0,1.0,1970.0,0.345,28587,1139,VIC,2760
3199,Richmond,1,2.6,1.0,1.0,2012.0,0.345,28587,1139,VIC,2760
3200,Richmond,3,2.6,3.0,1.0,1900.0,1.275,28587,1139,VIC,2760
3201,Richmond,3,2.6,3.0,1.0,1900.0,1.15,28587,1139,VIC,2760
3202,Richmond,4,2.6,4.0,1.0,1890.0,0.95,28587,1139,VIC,2760
3203,Richmond,2,2.6,2.0,1.0,2004.0,0.27,28587,1139,VIC,2760
3204,Richmond,1,2.6,1.0,1.0,2011.0,0.439,28587,1139,VIC,2760
3205,Richmond,2,2.6,2.0,1.0,1997.0,0.695,28587,1139,VIC,2760
3206,Richmond,2,2.6,2.0,1.0,1970.0,0.512,28587,1139,VIC,2760
3207,Richmond,2,2.6,2.0,1.0,1970.0,0.855,28587,1139,VIC,2760
3208,Richmond,2,2.6,3.0,2.0,2013.0,1.04,28587,1139,VIC,2760
3209,Richmond,1,2.6,1.0,1.0,1970.0,0.342,28587,1139,VIC,2760
3210,Richmond,1,2.6,1.0,1.0,2004.0,0.681,28587,1139,VIC,2760
3211,Richmond,2,2.6,2.0,1.0,1900.0,0.9,28587,1139,VIC,2760
3212,Richmond,3,2.6,3.0,2.0,2010.0,1.25,28587,1139,VIC,2760
3213,Richmond,2,2.6,2.0,1.0,1900.0,0.99,28587,1139,VIC,2760
3214,Richmond,2,2.6,2.0,1.0,1900.0,1.189,28587,1139,VIC,2760
3215,Richmond,2,2.6,2.0,1.0,1900.0,1.22,28587,1139,VIC,2760
